"director";"movie";"year";"rating";"votes";"cover";"fcover"
"George Cukor";" Bhowani Junction";" 1956";" 6.4";" 1218";" http://ia.media-imdb.com/images/M/MV5BNTE1NjQ5NDY4OF5BMl5BanBnXkFtZTgwNzk1MjkzMTE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNTE1NjQ5NDY4OF5BMl5BanBnXkFtZTgwNzk1MjkzMTE@.jpg"
"George Cukor";" A Star Is Born";" 1954";" 7.8";" 10295";" http://ia.media-imdb.com/images/M/MV5BMTM2MzcxNTUyNV5BMl5BanBnXkFtZTcwNzgzMjkyMw@@._V1._SX100_SY136_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM2MzcxNTUyNV5BMl5BanBnXkFtZTcwNzgzMjkyMw@@.jpg"
"George Cukor";" It Should Happen to You";" 1954";" 7.3";" 2244";" http://ia.media-imdb.com/images/M/MV5BMTkzNjA5MDEwMF5BMl5BanBnXkFtZTcwODg2NTQyMQ@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkzNjA5MDEwMF5BMl5BanBnXkFtZTcwODg2NTQyMQ@@.jpg"
"George Cukor";" The Actress";" 1953";" 6.7";" 818";" http://ia.media-imdb.com/images/M/MV5BMTMxNTI4NzQyNl5BMl5BanBnXkFtZTcwMDgxMjUxMw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTMxNTI4NzQyNl5BMl5BanBnXkFtZTcwMDgxMjUxMw@@.jpg"
"George Cukor";" Pat and Mike";" 1952";" 7.0";" 3757";" http://ia.media-imdb.com/images/M/MV5BMTgxODk0MzM5N15BMl5BanBnXkFtZTYwNzAzMjE5._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTgxODk0MzM5N15BMl5BanBnXkFtZTYwNzAzMjE5.jpg"
"George Cukor";" The Marrying Kind";" 1952";" 7.0";" 810";" http://ia.media-imdb.com/images/M/MV5BNzgzNDk5OTYwMl5BMl5BanBnXkFtZTYwMTkwMjg5._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNzgzNDk5OTYwMl5BMl5BanBnXkFtZTYwMTkwMjg5.jpg"
"George Cukor";" The Model and the Marriage Broker";" 1951";" 7.1";" 411";" http://ia.media-imdb.com/images/M/MV5BMTQ3NDk3MTA5NV5BMl5BanBnXkFtZTgwMTE1Nzk1MDE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ3NDk3MTA5NV5BMl5BanBnXkFtZTgwMTE1Nzk1MDE@.jpg"
"George Cukor";" Born Yesterday";" 1950";" 7.6";" 7217";" http://ia.media-imdb.com/images/M/MV5BMTQ5NjExNTg2OF5BMl5BanBnXkFtZTcwMDY1NDkyMQ@@._V1._SX100_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ5NjExNTg2OF5BMl5BanBnXkFtZTcwMDY1NDkyMQ@@.jpg"
"George Cukor";" A Life of Her Own";" 1950";" 6.2";" 511";" http://ia.media-imdb.com/images/M/MV5BMjM5NTg0MjI2N15BMl5BanBnXkFtZTgwODcyMTU5NTE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjM5NTg0MjI2N15BMl5BanBnXkFtZTgwODcyMTU5NTE@.jpg"
"George Cukor";" Adam's Rib";" 1949";" 7.6";" 15231";" http://ia.media-imdb.com/images/M/MV5BMjA5NzU3ODg2N15BMl5BanBnXkFtZTcwODQ4NzAyMQ@@._V1._CR1,8,322,447._SX100_SY139_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA5NzU3ODg2N15BMl5BanBnXkFtZTcwODQ4NzAyMQ@@._V1._CR1,8,322,447._SX100_SY139_.jpg"
"George Cukor";" Edward, My Son";" 1949";" 6.6";" 807";" http://ia.media-imdb.com/images/M/MV5BMTYwNDMyNjE4Nl5BMl5BanBnXkFtZTgwNjI0Nzk1MDE@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTYwNDMyNjE4Nl5BMl5BanBnXkFtZTgwNjI0Nzk1MDE@.jpg"
"George Cukor";" A Double Life";" 1947";" 7.1";" 2051";" http://ia.media-imdb.com/images/M/MV5BMTUxNjE4NDg1NV5BMl5BanBnXkFtZTcwNjQ5MzMyMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUxNjE4NDg1NV5BMl5BanBnXkFtZTcwNjQ5MzMyMQ@@.jpg"
"George Cukor";" Desire Me";" 1947";" 6.0";" 383";" http://ia.media-imdb.com/images/M/MV5BMjMwNjU1ODI3MF5BMl5BanBnXkFtZTgwNTYzMjY4NTE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjMwNjU1ODI3MF5BMl5BanBnXkFtZTgwNTYzMjY4NTE@.jpg"
"George Cukor";" Winged Victory";" 1944";" 6.5";" 108";" http://ia.media-imdb.com/images/M/MV5BMTQyMTE5Njk2OV5BMl5BanBnXkFtZTcwOTY1OTgxMg@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQyMTE5Njk2OV5BMl5BanBnXkFtZTcwOTY1OTgxMg@@.jpg"
"George Cukor";" I'll Be Seeing You";" 1944";" 7.2";" 1355";" http://ia.media-imdb.com/images/M/MV5BMjA0NDQ2MjY5MV5BMl5BanBnXkFtZTcwNTQ3NDYyMQ@@._V1._SX100_SY136_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA0NDQ2MjY5MV5BMl5BanBnXkFtZTcwNTQ3NDYyMQ@@.jpg"
"George Cukor";" Gaslight";" 1944";" 7.9";" 16014";" http://ia.media-imdb.com/images/M/MV5BMTUyMzg4MTYxNl5BMl5BanBnXkFtZTcwOTY0MjUyMQ@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUyMzg4MTYxNl5BMl5BanBnXkFtZTcwOTY0MjUyMQ@@.jpg"
"George Cukor";" Keeper of the Flame";" 1942";" 6.9";" 1476";" http://ia.media-imdb.com/images/M/MV5BODA2NTI5NTgzM15BMl5BanBnXkFtZTcwMTk2NjcxMQ@@._V1._SX78_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BODA2NTI5NTgzM15BMl5BanBnXkFtZTcwMTk2NjcxMQ@@.jpg"
"George Cukor";" Her Cardboard Lover";" 1942";" 6.0";" 381";" http://ia.media-imdb.com/images/M/MV5BNjI0MzkyODE4NF5BMl5BanBnXkFtZTcwNTQzNjczMQ@@._V1._CR35,20,390,304._SX100_SY78_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjI0MzkyODE4NF5BMl5BanBnXkFtZTcwNTQzNjczMQ@@._V1._CR35,20,390,304._SX100_SY78_.jpg"
"George Cukor";" Two-Faced Woman";" 1941";" 6.4";" 1094";" NA";" NA"
"George Cukor";" A Woman's Face";" 1941";" 7.2";" 1583";" http://ia.media-imdb.com/images/M/MV5BMTg4NDkyMjUyNl5BMl5BanBnXkFtZTcwNzI1MjkyMw@@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg4NDkyMjUyNl5BMl5BanBnXkFtZTcwNzI1MjkyMw@@.jpg"
"George Cukor";" The Philadelphia Story";" 1940";" 8.1";" 48158";" http://ia.media-imdb.com/images/M/MV5BMjA2NzYzMjE3MF5BMl5BanBnXkFtZTgwNDExMDY0MzE@._V1._SX90_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA2NzYzMjE3MF5BMl5BanBnXkFtZTgwNDExMDY0MzE@.jpg"
"George Cukor";" Susan and God";" 1940";" 5.7";" 797";" http://ia.media-imdb.com/images/M/MV5BMTk1MzA2NjIxMl5BMl5BanBnXkFtZTcwODE4MDcxMQ@@._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTk1MzA2NjIxMl5BMl5BanBnXkFtZTcwODE4MDcxMQ@@.jpg"
"George Cukor";" Gone with the Wind";" 1939";" 8.2";" 200609";" http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@._V1._SX90_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@.jpg"
"George Cukor";" The Women";" 1939";" 8.0";" 9331";" http://ia.media-imdb.com/images/M/MV5BMTMyMTgyODE2Nl5BMl5BanBnXkFtZTcwNjMwNzMyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTMyMTgyODE2Nl5BMl5BanBnXkFtZTcwNjMwNzMyMQ@@.jpg"
"George Cukor";" The Wizard of Oz";" 1939";" 8.1";" 270873";" http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@._V1._SX100_SY135_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@.jpg"
"George Cukor";" Zaza";" 1938";" 6.6";" 71";" http://ia.media-imdb.com/images/M/MV5BMTEzNzczNjc1MjleQTJeQWpwZ15BbWU4MDIxOTA4MDIx._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTEzNzczNjc1MjleQTJeQWpwZ15BbWU4MDIxOTA4MDIx.jpg"
"George Cukor";" Holiday";" 1938";" 7.9";" 10254";" http://ia.media-imdb.com/images/M/MV5BMTg4MDExMzIxOV5BMl5BanBnXkFtZTgwODg2MjcyMjE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg4MDExMzIxOV5BMl5BanBnXkFtZTgwODg2MjcyMjE@.jpg"
"George Cukor";" The Adventures of Tom Sawyer";" 1938";" 7.2";" 1174";" http://ia.media-imdb.com/images/M/MV5BMTkwNDk5OTA5MF5BMl5BanBnXkFtZTcwOTM1NDIyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkwNDk5OTA5MF5BMl5BanBnXkFtZTcwOTM1NDIyMQ@@.jpg"
"George Cukor";" I Met My Love Again";" 1938";" 5.5";" 154";" http://ia.media-imdb.com/images/M/MV5BMTEwNzcwNzI2MjNeQTJeQWpwZ15BbWU2MDQxMDI4OQ@@._V1._SX86_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTEwNzcwNzI2MjNeQTJeQWpwZ15BbWU2MDQxMDI4OQ@@.jpg"
"George Cukor";" Camille";" 1936";" 7.6";" 5424";" http://ia.media-imdb.com/images/M/MV5BMjAxODQwMjI2MV5BMl5BanBnXkFtZTgwMzc3NTMyMTE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAxODQwMjI2MV5BMl5BanBnXkFtZTgwMzc3NTMyMTE@.jpg"
"George Cukor";" Romeo and Juliet";" 1936";" 6.7";" 1197";" http://ia.media-imdb.com/images/M/MV5BMTQwNDYyOTIwMF5BMl5BanBnXkFtZTgwMTk1NTAwMjE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQwNDYyOTIwMF5BMl5BanBnXkFtZTgwMTk1NTAwMjE@.jpg"
"George Cukor";" Sylvia Scarlett";" 1935";" 6.2";" 2556";" http://ia.media-imdb.com/images/M/MV5BMTg2MTk2NzAzNV5BMl5BanBnXkFtZTcwOTU5MzY4Mg@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg2MTk2NzAzNV5BMl5BanBnXkFtZTcwOTU5MzY4Mg@@.jpg"
"George Cukor";" No More Ladies";" 1935";" 5.6";" 455";" http://ia.media-imdb.com/images/M/MV5BMjcxMjg1NzIzOF5BMl5BanBnXkFtZTgwMjQzNzA5MjE@._V1._SX100_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjcxMjg1NzIzOF5BMl5BanBnXkFtZTgwMjQzNzA5MjE@.jpg"
"George Cukor";" The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger";" 1935";" 7.6";" 2694";" http://ia.media-imdb.com/images/M/MV5BMjMwMTk4NzgyMV5BMl5BanBnXkFtZTgwMjEwMzQ2MzE@._V1._SX82_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjMwMTk4NzgyMV5BMl5BanBnXkFtZTgwMjEwMzQ2MzE@.jpg"
"George Cukor";" Manhattan Melodrama";" 1934";" 7.2";" 2482";" http://ia.media-imdb.com/images/M/MV5BMTEwOTIzNTEzMDBeQTJeQWpwZ15BbWU4MDE5Mzk3MjEx._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTEwOTIzNTEzMDBeQTJeQWpwZ15BbWU4MDE5Mzk3MjEx.jpg"
"George Cukor";" Little Women";" 1933";" 7.4";" 4557";" http://ia.media-imdb.com/images/M/MV5BNjc2MzkwNDUzMV5BMl5BanBnXkFtZTYwMzk0Nzg5._V1._SX89_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjc2MzkwNDUzMV5BMl5BanBnXkFtZTYwMzk0Nzg5.jpg"
"George Cukor";" Dinner at Eight";" 1933";" 7.8";" 5719";" http://ia.media-imdb.com/images/M/MV5BMTk3ODQ3MTgzMV5BMl5BanBnXkFtZTgwMjY0OTgxMTE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTk3ODQ3MTgzMV5BMl5BanBnXkFtZTgwMjY0OTgxMTE@.jpg"
"George Cukor";" Our Betters";" 1933";" 6.3";" 390";" NA";" NA"
"George Cukor";" The Animal Kingdom";" 1932";" 6.6";" 623";" http://ia.media-imdb.com/images/M/MV5BMTI5NTI4MDgxOV5BMl5BanBnXkFtZTcwNzk5NzUyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI5NTI4MDgxOV5BMl5BanBnXkFtZTcwNzk5NzUyMQ@@.jpg"
"George Cukor";" Rockabye";" 1932";" 5.8";" 214";" http://ia.media-imdb.com/images/M/MV5BMjM0MDgxMzAwM15BMl5BanBnXkFtZTcwMjEyNjk1OA@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjM0MDgxMzAwM15BMl5BanBnXkFtZTcwMjEyNjk1OA@@.jpg"
"George Cukor";" A Bill of Divorcement";" 1932";" 6.6";" 1003";" http://ia.media-imdb.com/images/M/MV5BMTA0ODU1OTE5MTJeQTJeQWpwZ15BbWU2MDYwNzI5OQ@@._V1._SX90_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTA0ODU1OTE5MTJeQTJeQWpwZ15BbWU2MDYwNzI5OQ@@.jpg"
"George Cukor";" What Price Hollywood?";" 1932";" 7.8";" 1348";" NA";" NA"
"George Cukor";" Une heure près de toi";" 1932";" 6.7";" 45";" NA";" NA"
"George Cukor";" One Hour with You";" 1932";" 7.4";" 1369";" http://ia.media-imdb.com/images/M/MV5BMTQwMDg0MjgwOV5BMl5BanBnXkFtZTcwNDk4Mjc3MQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQwMDg0MjgwOV5BMl5BanBnXkFtZTcwNDk4Mjc3MQ@@.jpg"
"George Cukor";" Girls About Town";" 1931";" 8.1";" 350";" NA";" NA"
"George Cukor";" Tarnished Lady";" 1931";" 6.8";" 63";" http://ia.media-imdb.com/images/M/MV5BMjA1NDg2MDAwM15BMl5BanBnXkFtZTgwMTM1ODg0MjE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA1NDg2MDAwM15BMl5BanBnXkFtZTgwMTM1ODg0MjE@.jpg"
"George Cukor";" The Royal Family of Broadway";" 1930";" 6.8";" 188";" NA";" NA"
"George Cukor";" The Virtuous Sin";" 1930";" 6.0";" 60";" NA";" NA"
"George Cukor";" Grumpy";" 1930";" 3.8";" 27";" NA";" NA"
"John Ford";" 7 Women";" 1966";" 6.9";" 1467";" NA";" NA"
"John Ford";" Young Cassidy";" 1965";" 6.6";" 733";" NA";" NA"
"John Ford";" Cheyenne Autumn";" 1964";" 6.9";" 3511";" http://ia.media-imdb.com/images/M/MV5BMTIxOTQ3MDY5MV5BMl5BanBnXkFtZTcwNjQ4Nzk0MQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTIxOTQ3MDY5MV5BMl5BanBnXkFtZTcwNjQ4Nzk0MQ@@.jpg"
"John Ford";" Donovan's Reef";" 1963";" 6.9";" 5469";" http://ia.media-imdb.com/images/M/MV5BMTY2MDMyNTUzMV5BMl5BanBnXkFtZTcwNDA2NzQyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY2MDMyNTUzMV5BMl5BanBnXkFtZTcwNDA2NzQyMQ@@.jpg"
"John Ford";" How the West Was Won";" 1962";" 7.1";" 13606";" http://ia.media-imdb.com/images/M/MV5BNTk2NDk1NjY0MV5BMl5BanBnXkFtZTgwMzkzNTcxMTE@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNTk2NDk1NjY0MV5BMl5BanBnXkFtZTgwMzkzNTcxMTE@.jpg"
"John Ford";" The Man Who Shot Liberty Valance";" 1962";" 8.1";" 50723";" http://ia.media-imdb.com/images/M/MV5BMjAzMDA1MTI4Nl5BMl5BanBnXkFtZTYwNjYzMjc5._V1._SX76_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAzMDA1MTI4Nl5BMl5BanBnXkFtZTYwNjYzMjc5.jpg"
"John Ford";" Two Rode Together";" 1961";" 6.9";" 3619";" http://ia.media-imdb.com/images/M/MV5BMTI3NTIyOTAxM15BMl5BanBnXkFtZTcwNTE4Njg3MQ@@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI3NTIyOTAxM15BMl5BanBnXkFtZTcwNTE4Njg3MQ@@.jpg"
"John Ford";" Sergeant Rutledge";" 1960";" 7.5";" 2569";" http://ia.media-imdb.com/images/M/MV5BMTM4NTc2MTcxNF5BMl5BanBnXkFtZTcwNDY3MTMxOA@@._V1._SX100_SY120_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM4NTc2MTcxNF5BMl5BanBnXkFtZTcwNDY3MTMxOA@@.jpg"
"John Ford";" The Horse Soldiers";" 1959";" 7.2";" 6450";" http://ia.media-imdb.com/images/M/MV5BMTUwMTE2OTMxNF5BMl5BanBnXkFtZTcwNTQ3NzE0NA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUwMTE2OTMxNF5BMl5BanBnXkFtZTcwNTQ3NzE0NA@@.jpg"
"John Ford";" The Last Hurrah";" 1958";" 7.5";" 2064";" http://ia.media-imdb.com/images/M/MV5BMTg1ODcwOTk3N15BMl5BanBnXkFtZTcwNzY1MjgyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg1ODcwOTk3N15BMl5BanBnXkFtZTcwNzY1MjgyMQ@@.jpg"
"John Ford";" Gideon's Day";" 1958";" 6.6";" 578";" http://ia.media-imdb.com/images/M/MV5BMjI3ODQ0MzYyOF5BMl5BanBnXkFtZTgwNTU0NTI2MjE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjI3ODQ0MzYyOF5BMl5BanBnXkFtZTgwNTU0NTI2MjE@.jpg"
"John Ford";" The Rising of the Moon";" 1957";" 6.8";" 509";" NA";" NA"
"John Ford";" The Wings of Eagles";" 1957";" 6.8";" 2588";" http://ia.media-imdb.com/images/M/MV5BNDY3NDk0NzM5Ml5BMl5BanBnXkFtZTcwMDYwMTQyNw@@._V1._SX100_SY80_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDY3NDk0NzM5Ml5BMl5BanBnXkFtZTcwMDYwMTQyNw@@.jpg"
"John Ford";" The Searchers";" 1956";" 8.0";" 58825";" http://ia.media-imdb.com/images/M/MV5BMTc4NzIzMDUyNV5BMl5BanBnXkFtZTgwNjMxNjEwMzE@._V1._CR8,2,317,492._SX90_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc4NzIzMDUyNV5BMl5BanBnXkFtZTgwNjMxNjEwMzE@._V1._CR8,2,317,492._SX90_SY140_.jpg"
"John Ford";" Mister Roberts";" 1955";" 7.8";" 12447";" http://ia.media-imdb.com/images/M/MV5BMTM5NTc0OTYxMl5BMl5BanBnXkFtZTYwNjY0Nzk4._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM5NTc0OTYxMl5BMl5BanBnXkFtZTYwNjY0Nzk4.jpg"
"John Ford";" The Long Gray Line";" 1955";" 7.3";" 1754";" http://ia.media-imdb.com/images/M/MV5BOTAyOTY2NTM2NV5BMl5BanBnXkFtZTYwNjM1Nzg5._V1._SX67_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BOTAyOTY2NTM2NV5BMl5BanBnXkFtZTYwNjM1Nzg5.jpg"
"John Ford";" Mogambo";" 1953";" 6.7";" 5530";" http://ia.media-imdb.com/images/M/MV5BMTUwMDM3MDE4M15BMl5BanBnXkFtZTcwMDMwNTYyMQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUwMDM3MDE4M15BMl5BanBnXkFtZTcwMDMwNTYyMQ@@.jpg"
"John Ford";" The Sun Shines Bright";" 1953";" 7.1";" 793";" http://ia.media-imdb.com/images/M/MV5BNzM5NjEzNjEyM15BMl5BanBnXkFtZTYwNTE0NTk4._V1._SX86_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNzM5NjEzNjEyM15BMl5BanBnXkFtZTYwNTE0NTk4.jpg"
"John Ford";" What Price Glory";" 1952";" 6.3";" 861";" http://ia.media-imdb.com/images/M/MV5BMTkzMDYxNDA3MV5BMl5BanBnXkFtZTcwMTMwNTUyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkzMDYxNDA3MV5BMl5BanBnXkFtZTcwMTMwNTUyMQ@@.jpg"
"John Ford";" The Quiet Man";" 1952";" 7.9";" 25578";" http://ia.media-imdb.com/images/M/MV5BMjY2OTc4OTg1OF5BMl5BanBnXkFtZTgwNzUwODQ3MTE@._V1._SX100_SY125_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjY2OTc4OTg1OF5BMl5BanBnXkFtZTgwNzUwODQ3MTE@.jpg"
"John Ford";" Rio Grande";" 1950";" 7.3";" 9807";" http://ia.media-imdb.com/images/M/MV5BMTY0NjI2MTYyMl5BMl5BanBnXkFtZTcwODQ0MTA0MQ@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY0NjI2MTYyMl5BMl5BanBnXkFtZTcwODQ0MTA0MQ@@.jpg"
"John Ford";" Wagon Master";" 1950";" 7.2";" 2870";" http://ia.media-imdb.com/images/M/MV5BMTgyOTc2MjkxOV5BMl5BanBnXkFtZTcwNTE2MjA4Mg@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTgyOTc2MjkxOV5BMl5BanBnXkFtZTcwNTE2MjA4Mg@@.jpg"
"John Ford";" When Willie Comes Marching Home";" 1950";" 6.5";" 458";" http://ia.media-imdb.com/images/M/MV5BMTI1MTI1NTU3MV5BMl5BanBnXkFtZTcwMDA4MDU1MQ@@._V1._SX100_SY139_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI1MTI1NTU3MV5BMl5BanBnXkFtZTcwMDA4MDU1MQ@@.jpg"
"John Ford";" She Wore a Yellow Ribbon";" 1949";" 7.4";" 11351";" http://ia.media-imdb.com/images/M/MV5BMTU1MTgzNjkzMl5BMl5BanBnXkFtZTcwNDg5Nzc0MQ@@._V1._CR43,92,250,356._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU1MTgzNjkzMl5BMl5BanBnXkFtZTcwNDg5Nzc0MQ@@._V1._CR43,92,250,356._SX98_SY140_.jpg"
"John Ford";" Pinky";" 1949";" 7.2";" 1822";" http://ia.media-imdb.com/images/M/MV5BMjExNDYxODM2N15BMl5BanBnXkFtZTcwNzI3NzEzMQ@@._V1._SX100_SY139_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjExNDYxODM2N15BMl5BanBnXkFtZTcwNzI3NzEzMQ@@.jpg"
"John Ford";" 3 Godfathers";" 1948";" 7.2";" 5864";" http://ia.media-imdb.com/images/M/MV5BMTI4NDI2ODI5Nl5BMl5BanBnXkFtZTYwNzQ5MDc4._V1._SX52_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI4NDI2ODI5Nl5BMl5BanBnXkFtZTYwNzQ5MDc4.jpg"
"John Ford";" Fort Apache";" 1948";" 7.6";" 11946";" http://ia.media-imdb.com/images/M/MV5BMjExMzk5MDI4OV5BMl5BanBnXkFtZTcwNjAwODc0MQ@@._V1._CR43,88,254,363._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjExMzk5MDI4OV5BMl5BanBnXkFtZTcwNjAwODc0MQ@@._V1._CR43,88,254,363._SX98_SY140_.jpg"
"John Ford";" The Fugitive";" 1947";" 6.5";" 1450";" http://ia.media-imdb.com/images/M/MV5BNjYyODEwNjY3NF5BMl5BanBnXkFtZTcwOTYxOTkxMQ@@._V1._SX84_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjYyODEwNjY3NF5BMl5BanBnXkFtZTcwOTYxOTkxMQ@@.jpg"
"John Ford";" My Darling Clementine";" 1946";" 7.8";" 15704";" http://ia.media-imdb.com/images/M/MV5BNjY3NDI2OTE0NF5BMl5BanBnXkFtZTYwMDk3OTI5._V1._SX78_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjY3NDI2OTE0NF5BMl5BanBnXkFtZTYwMDk3OTI5.jpg"
"John Ford";" They Were Expendable";" 1945";" 7.3";" 5479";" http://ia.media-imdb.com/images/M/MV5BMTg5NjU5NzYzMl5BMl5BanBnXkFtZTYwODYzNTc5._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg5NjU5NzYzMl5BMl5BanBnXkFtZTYwODYzNTc5.jpg"
"John Ford";" December 7th: The Movie";" 1943";" 6.2";" 457";" http://ia.media-imdb.com/images/M/MV5BODk4NTE2OTExOF5BMl5BanBnXkFtZTcwNDAxMzgzMQ@@._V1._SX100_SY100_.jpg";" http://ia.media-imdb.com/images/M/MV5BODk4NTE2OTExOF5BMl5BanBnXkFtZTcwNDAxMzgzMQ@@.jpg"
"John Ford";" How to Operate Behind Enemy Lines";" 1943";" 6.2";" 55";" NA";" NA"
"John Ford";" How Green Was My Valley";" 1941";" 7.8";" 15004";" http://ia.media-imdb.com/images/M/MV5BMTUyNzY4NjI0OV5BMl5BanBnXkFtZTgwNzk2MzgxMTE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUyNzY4NjI0OV5BMl5BanBnXkFtZTgwNzk2MzgxMTE@.jpg"
"John Ford";" Tobacco Road";" 1941";" 6.7";" 1412";" http://ia.media-imdb.com/images/M/MV5BMTc0ODA2MDMwNl5BMl5BanBnXkFtZTcwODg2MzYwOA@@._V1._SX100_SY75_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc0ODA2MDMwNl5BMl5BanBnXkFtZTcwODg2MzYwOA@@.jpg"
"John Ford";" The Long Voyage Home";" 1940";" 7.1";" 2642";" http://ia.media-imdb.com/images/M/MV5BMTY3MDYzNDU4OF5BMl5BanBnXkFtZTYwNDA4MjA5._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY3MDYzNDU4OF5BMl5BanBnXkFtZTYwNDA4MjA5.jpg"
