director	movie	year	rating	votes	cover	fcover
Steven Spielberg	 The Sugarland Express	 1974	 6.8	 10405	 http://ia.media-imdb.com/images/M/MV5BOTgzNjUxMjE3MF5BMl5BanBnXkFtZTcwNDkyOTUyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTgzNjUxMjE3MF5BMl5BanBnXkFtZTcwNDkyOTUyMQ@@.jpg
Steven Spielberg	 Firelight	 1964	 6.1	 230	 NA	 NA
Billy Wilder	 Buddy Buddy	 1981	 6.6	 3150	 http://ia.media-imdb.com/images/M/MV5BMTk1ODcxNjY2OV5BMl5BanBnXkFtZTgwMjA1MjEyMDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk1ODcxNjY2OV5BMl5BanBnXkFtZTgwMjA1MjEyMDE@.jpg
Billy Wilder	 Fedora	 1978	 6.9	 2199	 http://ia.media-imdb.com/images/M/MV5BMjM4NTk2MDc0NV5BMl5BanBnXkFtZTgwODI1NzIwMjE@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM4NTk2MDc0NV5BMl5BanBnXkFtZTgwODI1NzIwMjE@.jpg
Billy Wilder	 The Front Page	 1974	 7.3	 8508	 http://ia.media-imdb.com/images/M/MV5BNTA1NTIyMzM4OF5BMl5BanBnXkFtZTcwNDgxODgyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNTA1NTIyMzM4OF5BMl5BanBnXkFtZTcwNDgxODgyMQ@@.jpg
Billy Wilder	 Avanti!	 1972	 7.2	 6689	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mjc1MzUxM15BMl5BanBnXkFtZTgwMjAyODgxMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mjc1MzUxM15BMl5BanBnXkFtZTgwMjAyODgxMTE@.jpg
Billy Wilder	 The Private Life of Sherlock Holmes	 1970	 7.2	 7330	 http://ia.media-imdb.com/images/M/MV5BMTc5NTE3MDMyMV5BMl5BanBnXkFtZTcwNjQxMTM4NA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5NTE3MDMyMV5BMl5BanBnXkFtZTcwNjQxMTM4NA@@.jpg
Billy Wilder	 The Fortune Cookie	 1966	 7.4	 8727	 http://ia.media-imdb.com/images/M/MV5BMTYwODI0MTI4OV5BMl5BanBnXkFtZTgwNzQzNjIzMTE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYwODI0MTI4OV5BMl5BanBnXkFtZTgwNzQzNjIzMTE@.jpg
Billy Wilder	 Kiss Me, Stupid	 1964	 7.1	 4906	 http://ia.media-imdb.com/images/M/MV5BMjEwMzQ0NTc4MF5BMl5BanBnXkFtZTcwMDgzNzA2NA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEwMzQ0NTc4MF5BMl5BanBnXkFtZTcwMDgzNzA2NA@@.jpg
Billy Wilder	 Irma la Douce	 1963	 7.4	 12216	 http://ia.media-imdb.com/images/M/MV5BMjE0MTgxNTgwMV5BMl5BanBnXkFtZTcwNzE1OTMyMQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0MTgxNTgwMV5BMl5BanBnXkFtZTcwNzE1OTMyMQ@@.jpg
Billy Wilder	 One, Two, Three	 1961	 8.0	 13875	 http://ia.media-imdb.com/images/M/MV5BMjE1NzgxMDU2MV5BMl5BanBnXkFtZTcwOTQ5MDQ2NA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE1NzgxMDU2MV5BMl5BanBnXkFtZTcwOTQ5MDQ2NA@@.jpg
Billy Wilder	 The Apartment	 1960	 8.3	 100603	 http://ia.media-imdb.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@._V1._SX84_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@.jpg
Billy Wilder	 Some Like It Hot	 1959	 8.3	 163243	 http://ia.media-imdb.com/images/M/MV5BNzYzMDkzNDQ0N15BMl5BanBnXkFtZTcwNzQ0NDQyNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNzYzMDkzNDQ0N15BMl5BanBnXkFtZTcwNzQ0NDQyNA@@.jpg
Billy Wilder	 Witness for the Prosecution	 1957	 8.4	 56700	 http://ia.media-imdb.com/images/M/MV5BMTc0MjgyNTUyNF5BMl5BanBnXkFtZTcwNDQzMDg0Nw@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc0MjgyNTUyNF5BMl5BanBnXkFtZTcwNDQzMDg0Nw@@.jpg
Billy Wilder	 Love in the Afternoon	 1957	 7.3	 9545	 http://ia.media-imdb.com/images/M/MV5BMTM0Njc1NTYxM15BMl5BanBnXkFtZTcwMjg5ODM1Mw@@._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0Njc1NTYxM15BMl5BanBnXkFtZTcwMjg5ODM1Mw@@.jpg
Billy Wilder	 The Spirit of St. Louis	 1957	 7.2	 5289	 http://ia.media-imdb.com/images/M/MV5BMTk5Mzc3NzMxM15BMl5BanBnXkFtZTgwNTk1NDgyMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5Mzc3NzMxM15BMl5BanBnXkFtZTgwNTk1NDgyMTE@.jpg
Billy Wilder	 The Seven Year Itch	 1955	 7.2	 23773	 http://ia.media-imdb.com/images/M/MV5BMjM1NDA3MTA1MV5BMl5BanBnXkFtZTgwNDU1NzMxMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM1NDA3MTA1MV5BMl5BanBnXkFtZTgwNDU1NzMxMTE@.jpg
Billy Wilder	 Sabrina	 1954	 7.7	 41625	 http://ia.media-imdb.com/images/M/MV5BMjIyMDAxMTExMV5BMl5BanBnXkFtZTgwOTc0ODEzMDE@._V1._CR67,63,1255,1917._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIyMDAxMTExMV5BMl5BanBnXkFtZTgwOTc0ODEzMDE@._V1._CR67,63,1255,1917._SX92_SY140_.jpg
Billy Wilder	 Stalag 17	 1953	 8.1	 41960	 http://ia.media-imdb.com/images/M/MV5BMjE2NjIzMjI3Nl5BMl5BanBnXkFtZTgwNDE5MjU3MzE@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE2NjIzMjI3Nl5BMl5BanBnXkFtZTgwNDE5MjU3MzE@.jpg
Billy Wilder	 Ace in the Hole	 1951	 8.2	 17956	 http://ia.media-imdb.com/images/M/MV5BMTIwNjYzMTc0M15BMl5BanBnXkFtZTcwMzM2Njc0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwNjYzMTc0M15BMl5BanBnXkFtZTcwMzM2Njc0MQ@@.jpg
Billy Wilder	 Sunset Blvd.	 1950	 8.5	 129604	 http://ia.media-imdb.com/images/M/MV5BMTc3NDYzODAwNV5BMl5BanBnXkFtZTgwODg1MTczMTE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc3NDYzODAwNV5BMl5BanBnXkFtZTgwODg1MTczMTE@.jpg
Billy Wilder	 A Foreign Affair	 1948	 7.5	 4262	 http://ia.media-imdb.com/images/M/MV5BOTAwMDQ2NDk5NV5BMl5BanBnXkFtZTgwNzYxODgxMTE@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTAwMDQ2NDk5NV5BMl5BanBnXkFtZTgwNzYxODgxMTE@.jpg
Billy Wilder	 The Emperor Waltz	 1948	 6.2	 991	 http://ia.media-imdb.com/images/M/MV5BMTgxODcyOTc3MF5BMl5BanBnXkFtZTcwNjMwOTUxMQ@@._V1._SX78_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgxODcyOTc3MF5BMl5BanBnXkFtZTcwNjMwOTUxMQ@@.jpg
Billy Wilder	 The Lost Weekend	 1945	 8.0	 23455	 http://ia.media-imdb.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@.jpg
Billy Wilder	 Double Indemnity	 1944	 8.4	 90569	 http://ia.media-imdb.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@.jpg
Billy Wilder	 Five Graves to Cairo	 1943	 7.5	 3269	 http://ia.media-imdb.com/images/M/MV5BMTQxNDcyNTE5Ml5BMl5BanBnXkFtZTgwNTYxODgxMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQxNDcyNTE5Ml5BMl5BanBnXkFtZTgwNTYxODgxMTE@.jpg
Billy Wilder	 The Major and the Minor	 1942	 7.6	 4050	 http://ia.media-imdb.com/images/M/MV5BMTYxNjU2NTc3OV5BMl5BanBnXkFtZTgwMTYwODgxMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYxNjU2NTc3OV5BMl5BanBnXkFtZTgwMTYwODgxMTE@.jpg
Billy Wilder	 Mauvaise graine	 1934	 6.3	 414	 http://ia.media-imdb.com/images/M/MV5BMTIwNTcwOTcwMF5BMl5BanBnXkFtZTYwNzk5OTc5._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwNTcwOTcwMF5BMl5BanBnXkFtZTYwNzk5OTc5.jpg
Christopher Nolan	 Untitled Christopher Nolan Project	 2017	 NA	 NA	 NA	 NA
Christopher Nolan	 Interstellar	 2014	 8.6	 784998	 http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@.jpg
Christopher Nolan	 The Dark Knight Rises	 2012	 8.5	 1047560	 http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@.jpg
Christopher Nolan	 Inception	 2010	 8.8	 1343012	 http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@.jpg
Christopher Nolan	 The Dark Knight	 2008	 9.0	 1543493	 http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@.jpg
Christopher Nolan	 The Prestige	 2006	 8.5	 772541	 http://ia.media-imdb.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2.jpg
Christopher Nolan	 Batman Begins	 2005	 8.3	 895158	 http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3.jpg
Christopher Nolan	 Insomnia	 2002	 7.2	 207780	 http://ia.media-imdb.com/images/M/MV5BMTM5Nzk2NDY3MF5BMl5BanBnXkFtZTgwMzI5MDgxMTE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM5Nzk2NDY3MF5BMl5BanBnXkFtZTgwMzI5MDgxMTE@.jpg
Christopher Nolan	 Memento	 2000	 8.5	 786672	 http://ia.media-imdb.com/images/M/MV5BMTc4MjUxNDAwN15BMl5BanBnXkFtZTcwMDMwNDg3OA@@._V1._SX100_SY133_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc4MjUxNDAwN15BMl5BanBnXkFtZTcwMDMwNDg3OA@@.jpg
Christopher Nolan	 Following	 1998	 7.6	 62076	 http://ia.media-imdb.com/images/M/MV5BMjExMzE1NzA5N15BMl5BanBnXkFtZTYwNzA5ODI5._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExMzE1NzA5N15BMl5BanBnXkFtZTYwNzA5ODI5.jpg
Stanley Kubrick	 Eyes Wide Shut	 1999	 7.3	 214600	 http://ia.media-imdb.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5.jpg
Stanley Kubrick	 Full Metal Jacket	 1987	 8.3	 446378	 http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@.jpg
Stanley Kubrick	 The Shining	 1980	 8.4	 559904	 http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@.jpg
Stanley Kubrick	 Barry Lyndon	 1975	 8.1	 93890	 http://ia.media-imdb.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@.jpg
Stanley Kubrick	 A Clockwork Orange	 1971	 8.4	 514738	 http://ia.media-imdb.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@.jpg
Stanley Kubrick	 2001: A Space Odyssey	 1968	 8.3	 392742	 http://ia.media-imdb.com/images/M/MV5BNDYyMDgxNDQ5Nl5BMl5BanBnXkFtZTcwMjc1ODg3OA@@._V1._SX100_SY133_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDYyMDgxNDQ5Nl5BMl5BanBnXkFtZTcwMjc1ODg3OA@@.jpg
Stanley Kubrick	 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	 1964	 8.5	 320657	 http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@.jpg
Stanley Kubrick	 Lolita	 1962	 7.7	 63545	 http://ia.media-imdb.com/images/M/MV5BMTY3NDYzNDI5NF5BMl5BanBnXkFtZTcwODU2OTY1Mw@@._V1._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY3NDYzNDI5NF5BMl5BanBnXkFtZTcwODU2OTY1Mw@@.jpg
Stanley Kubrick	 Spartacus	 1960	 8.0	 93303	 http://ia.media-imdb.com/images/M/MV5BMTAzNDcwODQ1MjJeQTJeQWpwZ15BbWU4MDY3NTAzMTAx._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTAzNDcwODQ1MjJeQTJeQWpwZ15BbWU4MDY3NTAzMTAx.jpg
Stanley Kubrick	 Paths of Glory	 1957	 8.5	 111246	 http://ia.media-imdb.com/images/M/MV5BMTUxNTcxMjI5NV5BMl5BanBnXkFtZTcwNTcyNjI3Mw@@._V1._CR17,1,331,497._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxNTcxMjI5NV5BMl5BanBnXkFtZTcwNTcyNjI3Mw@@._V1._CR17,1,331,497._SX93_SY140_.jpg
Stanley Kubrick	 The Killing	 1956	 8.1	 59016	 http://ia.media-imdb.com/images/M/MV5BMTg1NjEwOTI0Nl5BMl5BanBnXkFtZTcwODQ2MjM2NQ@@._V1._CR8,22,317,462._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg1NjEwOTI0Nl5BMl5BanBnXkFtZTcwODQ2MjM2NQ@@._V1._CR8,22,317,462._SX96_SY140_.jpg
Stanley Kubrick	 Killer's Kiss	 1955	 6.7	 14910	 http://ia.media-imdb.com/images/M/MV5BNDAyNjM5NzQ0OF5BMl5BanBnXkFtZTcwMjEwMjMyMQ@@._V1._CR14,72,303,402._SX100_SY133_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDAyNjM5NzQ0OF5BMl5BanBnXkFtZTcwMjEwMjMyMQ@@._V1._CR14,72,303,402._SX100_SY133_.jpg
Stanley Kubrick	 Fear and Desire	 1953	 5.7	 4662	 http://ia.media-imdb.com/images/M/MV5BMjIwMDMyMTEwMV5BMl5BanBnXkFtZTcwNDgxNzQzOA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIwMDMyMTEwMV5BMl5BanBnXkFtZTcwNDgxNzQzOA@@.jpg
Martin Scorsese	 Silence	 2016	 NA	 NA	 http://ia.media-imdb.com/images/M/MV5BMTUzODg5MjI2M15BMl5BanBnXkFtZTgwMzQyNjcyNzE@._V1._SX100_SY63_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzODg5MjI2M15BMl5BanBnXkFtZTgwMzQyNjcyNzE@.jpg
Martin Scorsese	 Sinatra	 NA	 NA	 NA	 NA	 NA
Martin Scorsese	 The Wolf of Wall Street	 2013	 8.2	 679247	 http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@.jpg
Martin Scorsese	 Hugo	 2011	 7.6	 232295	 http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@.jpg
Martin Scorsese	 Shutter Island	 2010	 8.1	 710796	 http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@.jpg
Martin Scorsese	 The Departed	 2006	 8.5	 803023	 http://ia.media-imdb.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3.jpg
Martin Scorsese	 The Aviator	 2004	 7.5	 245907	 http://ia.media-imdb.com/images/M/MV5BMTUxMjQ5NzgyOF5BMl5BanBnXkFtZTcwNDg0ODYyMQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxMjQ5NzgyOF5BMl5BanBnXkFtZTcwNDg0ODYyMQ@@.jpg
Martin Scorsese	 Gangs of New York	 2002	 7.5	 294289	 http://ia.media-imdb.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@.jpg
Martin Scorsese	 Bringing Out the Dead	 1999	 6.8	 51469	 http://ia.media-imdb.com/images/M/MV5BMTQ4MjgzMDc1Nl5BMl5BanBnXkFtZTYwOTc5ODk4._V1._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ4MjgzMDc1Nl5BMl5BanBnXkFtZTYwOTc5ODk4.jpg
Martin Scorsese	 Kundun	 1997	 7.0	 20982	 http://ia.media-imdb.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@._V1._SX89_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@.jpg
Martin Scorsese	 Casino	 1995	 8.2	 308590	 http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5.jpg
Martin Scorsese	 The Age of Innocence	 1993	 7.2	 34519	 http://ia.media-imdb.com/images/M/MV5BMTQ5NTQ4NjkyMF5BMl5BanBnXkFtZTYwNzM5MDg4._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ5NTQ4NjkyMF5BMl5BanBnXkFtZTYwNzM5MDg4.jpg
Martin Scorsese	 Cape Fear	 1991	 7.3	 120214	 http://ia.media-imdb.com/images/M/MV5BMjE0NDE2MDI2MF5BMl5BanBnXkFtZTgwOTU2Mzk5MDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE0NDE2MDI2MF5BMl5BanBnXkFtZTgwOTU2Mzk5MDE@.jpg
Martin Scorsese	 Goodfellas	 1990	 8.7	 675361	 http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@.jpg
Martin Scorsese	 New York Stories	 1989	 6.4	 13129	 http://ia.media-imdb.com/images/M/MV5BMTcxMjYwMzQ1Ml5BMl5BanBnXkFtZTYwNDEyNjk5._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcxMjYwMzQ1Ml5BMl5BanBnXkFtZTYwNDEyNjk5.jpg
Martin Scorsese	 The Last Temptation of Christ	 1988	 7.6	 37837	 http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4.jpg
Martin Scorsese	 The Color of Money	 1986	 7.0	 55239	 http://ia.media-imdb.com/images/M/MV5BMjE3MDk5NjEyMl5BMl5BanBnXkFtZTcwMTYyMjA0Mg@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE3MDk5NjEyMl5BMl5BanBnXkFtZTcwMTYyMjA0Mg@@.jpg
Martin Scorsese	 After Hours	 1985	 7.7	 37058	 http://ia.media-imdb.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@.jpg
Martin Scorsese	 The King of Comedy	 1982	 7.8	 48400	 http://ia.media-imdb.com/images/M/MV5BMTM3NzIzNDQyM15BMl5B
